Drug1_name,Drug1_CID,Drug2_name,Drug2_CID,HSA,Bliss,Loewe,ZIP,Source_DB,DB_ID
VX-702,10341154,284028-89-3,135418940,-26.03,-26.83,-4.63,-4.99,DrugcombPortal,1407929
Lenalidomide,216326,cis-Platin,441203,-2.77,-2.1,-2.86,-0.22,DrugcombPortal,315039
PACLITAXEL,36314,DOCETAXEL,148124,-0.13,-1.7,-0.13,-1.97,DrugcombDB,297298
Niraparib,24958200,391210-10-9,9826528,1.06,-2.39,-6.74,-1.77,DrugcombPortal,63414
VINBLASTINE,13342,SORAFENIB,216239,25.39,26.46,17.77,24.76,DrugcombDB,87131
MK-1775,24856436,AS-252424,11630874,-4.38,-7.58,-19.22,-3.55,DrugcombPortal,1308664
ALTRETAMINE,2123,NSC733504,6442177,0.91,1.74,-11.42,-2.68,DrugcombDB,415873
GEMZAR (LILLY),356653,ROMIDEPSIN,5352062,1.09,-0.1,-3.49,1.0,DrugcombDB,266428
Vorinostat,5311,Bendamustine hydrochloride,77082,0.9,2.53,-0.05,0.32,DrugcombPortal,189241
THIOGUANINE,2723601,FULVESTRANT,104741,-4.7,-5.04,-10.79,-8.59,DrugcombDB,362736
CHLORAMBUCIL,2708,THIOGUANINE,2723601,-0.48,-4.4,-3.44,-9.12,DrugcombDB,262130
RUXOLITINIB,25126798,BLEOMYCIN,5360373,-0.19,-2.46,-0.89,-2.31,DrugcombDB,320529
Tanespimycin,6505803,IPA-3,521106,-22.67,-23.59,4.86,-5.54,DrugcombPortal,1377308
Vismodegib,24776445,cyclophosphamide,2907,-10.37,-7.04,-13.02,-1.19,DrugcombPortal,358059
MK-1775,24856436,Bortezomib,387447,-7.47,-10.44,-11.93,-5.32,DrugcombPortal,30159
Linsitinib,11640390,Crizotinib,11626560,-2.0,27.64,-6.19,17.52,DrugcombPortal,1441741
naltrexone,5360515,Eltrombopag,135449332,19.14,15.27,19.14,15.27,DrugcombPortal,131196
MITOXANTRONE,4212,ALLOPURINOL,135401907,-2.39,-2.67,-11.51,-1.94,DrugcombDB,395695
Midostaurin,9829523,CHEMBL3348988,73265317,0.5,2.29,-3.44,3.01,DrugcombPortal,1467398
CHEMBL17639,1546,"Azacytidine, 5-",1805,-4.33,0.06,-4.29,2.15,DrugcombPortal,134958
Nutlin-3,216345,MK-1775,24856436,-2.29,-6.09,-9.97,-8.17,DrugcombPortal,1320339
gemcitabine,60750,915019-65-7,11977753,6.84,0.01,1.83,0.19,DrugcombPortal,51082
Abiraterone,132971,carmustine,2578,-3.21,-0.31,-3.96,-2.13,DrugcombPortal,317424
Lapatinib,208908,Fulvestrant,104741,7.27,8.68,-3.37,8.27,DrugcombPortal,273528
DEXAMETHASONE,5743,GELDANAMYCIN,5288382,1.15,-0.53,-1.15,-2.54,DrugcombDB,9713
Carboplatinum,38904,cis-Platin,441203,2.79,7.29,-16.01,5.56,DrugcombPortal,277435
ADM hydrochloride,32874,23541-50-6,62770,6.05,10.45,5.56,5.26,DrugcombPortal,202875
cyclophosphamide,2907,Sorafenib,216239,5.88,8.2,-4.44,12.34,DrugcombPortal,66948
5-Fluoro-2'-deoxyuridine,5790,Ixabepilone,6445540,-1.89,-8.14,-3.74,-7.03,DrugcombPortal,172698
FOMEPIZOLE,3406,CHLORZOXAZONE,2733,-18.4,-24.48,-18.42,-24.48,DrugcombDB,119600
AZD7762,11152667,JZL184,25021165,-13.06,0.56,2.91,4.18,DrugcombPortal,1212743
Lenalidomide,216326,ifosfamide,3690,1.72,1.85,2.62,1.27,DrugcombPortal,358453
CHEMBL2141644,57519507,500-92-5,6178111,1.25,-0.62,-0.46,-0.72,DrugcombPortal,1460540
NVP-BGT226,57336745,Bafilomycin A1,6436223,-2.521,2.09,-6.465,5.76,DrugcombDB,479542
ENDOXIFEN,10090750,HYDROXYUREA,3657,3.97,2.05,3.97,2.05,DrugcombDB,121226
temozolomide,5394,amifostine,2141,1.11,3.49,0.91,0.94,DrugcombPortal,199032
BGT-226 free base,11978790,PONATINIB,24826799,9.54,5.79,6.95,6.66,DrugcombPortal,461483
mitoxantrone,4212,158798-73-3,400633,-3.5,-3.27,-29.02,-0.84,DrugcombPortal,373723
dexamethasone,5743,MK-5108,24748204,-10.53,-4.71,-31.53,-1.48,DrugcombPortal,16646
ABIRATERONE,132971,VISMODEGIB,24776445,-4.28,-3.76,-4.74,-1.62,DrugcombDB,352360
841290-80-0,11213558,GW 441756,9943465,12.62,38.04,11.99,22.76,DrugcombPortal,1375175
MEGESTROL ACETATE,11683,altretamine,2123,-2.29,1.07,-2.29,1.03,DrugcombPortal,392662
genz-669178,53494972,bepridil,2351,3.76,2.43,-1.08,1.87,DrugcombPortal,1455034
Gefitinib,123631,Fludarabine Base,3367,-0.77,1.56,-6.13,-4.4,DrugcombPortal,328528
PAZOPANIB HYDROCHLORIDE,11525740,THALIDOMIDE,5426,4.89,4.47,4.71,-1.27,DrugcombDB,344853
mitomycin C,5746,geldanamycin,5288382,8.81,4.74,4.2,5.46,DrugcombPortal,8102
Midostaurin,9829523,(-)-Threo-Mefloquine,3000506,5.33,2.75,1.8,2.77,DrugcombPortal,1467407
DOCETAXEL,148124,NSC733504,6442177,-1.01,3.93,3.06,2.41,DrugcombDB,134837
CHEMBL17639,1546,ZOLEDRONIC ACID,68740,-2.94,-4.09,-15.32,-1.48,DrugcombDB,275374
PLX-4720,24180719,Veliparib,11960529,-0.61,7.3,2.44,2.38,DrugcombPortal,1347745
Dasatinib,3062316,IPA-3,521106,-16.31,10.8,-16.58,18.96,DrugcombPortal,1436845
Lenalidomide,216326,Tipifarnib,159324,18.9,12.48,14.77,12.49,DrugcombPortal,1302734
Vorinostat,5311,Sunitinib,5329102,4.36,-2.91,-0.54,-3.28,DrugcombPortal,11473
6-Mercaptopurine,667490,ADM hydrochloride,32874,-0.21,-3.25,-4.64,-1.17,DrugcombPortal,443052
MEGESTROL ACETATE,11683,55-86-7,5935,-0.95,1.22,-28.33,-7.85,DrugcombPortal,427852
ANTIBIOTIC AD 32,41744,EMCYT (PHARMACIA),54611422,-8.15,-10.1,-13.05,-6.4,DrugcombDB,160519
GW 441756,9943465,EMBELIN,3218,-31.27,-29.01,-36.36,-12.53,DrugcombPortal,1284989
topotecan,60700,Sorafenib,216239,13.44,8.25,6.36,8.97,DrugcombPortal,47723
SORAFENIB,216239,ELOXATIN (TN) (SANOFI SYNTHELAB),24197464,1.36,0.91,-31.52,-4.06,DrugcombDB,185996
112648-68-7,104794,219580-11-7,1401,0.36,6.05,0.07,1.53,DrugcombPortal,1390829
PEMETREXED,135410875,MITOXANTRONE,4212,4.57,3.46,1.95,-2.37,DrugcombDB,311521
Withaferin A,265237,Dinaciclib (SCH727965),46926350,-7.275,7.516,-12.32,7.086,DrugcombDB,483881
cyclophosphamide,2907,Niraparib,24958200,0.63,1.58,-7.69,-1.19,DrugcombPortal,14190
Lapatinib,208908,Darinaparsin,11683005,-9.12,-17.94,5.23,-12.06,DrugcombPortal,1298823
raloxifene,5035,7-Ethyl-10-hydroxycamptothecin,104842,0.9,0.71,-19.64,0.34,DrugcombPortal,265221
Daporinad,6914657,Pazopanib,10113978,9.63,9.3,4.19,-2.56,DrugcombPortal,1274718
Vismodegib,24776445,Axitinib,6450551,5.76,7.62,5.32,2.69,DrugcombPortal,330167
MK-8669,11520894,OXALIPLATIN,9887053,5.18,-2.61,4.15,-2.84,DrugcombDB,26965
ETONOGESTREL,6917715,CHEMBL3349014,73265241,-2.1,2.02,-11.36,-1.74,DrugcombPortal,1453009
GEMCITABINE,60750,TEMOZOLOMIDE,5394,-5.89,-6.35,-13.17,10.82,DrugcombDB,32971
ANTIBIOTIC AD 32,41744,ERLOTINIB HYDROCHLORIDE,176871,8.01,3.91,-14.15,5.62,DrugcombDB,141250
chlorambucil,2708,Bortezomib,387447,-2.48,-2.3,-4.39,-7.44,DrugcombPortal,302536
Retinoic acid,444795,Co-V,439693,0.26,1.79,0.48,0.33,DrugcombPortal,290681
IMD-0354,5081913,Dasatinib,3062316,17.55,64.56,-4.32,39.43,DrugcombPortal,1287674
ACTINOMYCIN D,457193,IFOSFAMIDE,3690,-1.6,-1.25,-88.25,-6.58,DrugcombDB,269177
Nilotinib,644241,Vorinostat,5311,-2.6,2.33,-14.21,-2.56,DrugcombPortal,282655
CELECOXIB,2662,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,-0.05,1.8,-0.27,6.04,DrugcombDB,158332
CARBOPLATIN,426756,L778123,216453,-8.79,-9.76,-13.8,-11.84,DrugcombDB,39106
vincristine,5978,Y-39983 dihydrochloride 2/3 H2O,73013358,-10.23,-9.51,-9.39,-1.65,DrugcombPortal,1427911
1032350-13-2,46930998,nilutamide,4493,-3.13,4.18,-0.87,4.59,DrugcombPortal,1428790
LOMUSTINE,3950,CO-V,439693,-2.54,-0.56,-6.06,-3.14,DrugcombDB,426403
AZD5582,49847690,841290-80-0,11213558,5.13,-4.05,3.45,-4.1,DrugcombPortal,1198884
ADM hydrochloride,32874,anastrozole,2187,-0.1,-1.43,-0.81,-3.55,DrugcombPortal,272708
CRIZOTINIB,11626560,VEMURAFENIB,42611257,6.65,7.74,4.63,1.16,DrugcombDB,386769
CHEMBL277800,354624,Fulvestrant,104741,0.34,0.64,0.34,-0.17,DrugcombPortal,161759
CHEMBL277800,354624,cyclophosphamide,2907,0.41,3.61,-0.0,2.08,DrugcombPortal,135452
CHEMBL277800,354624,Erlotinib hydrochloride,176871,-4.2,-5.91,-7.16,-4.6,DrugcombPortal,243245
METFORMIN,4091,TEMOZOLOMIDE,5394,-5.7,-6.12,-6.69,-8.24,DrugcombDB,83730
Selumetinib,10127622,Crizotinib,11626560,-20.36,-18.15,-18.33,0.57,DrugcombPortal,1438045
"Azacytidine, 5-",1805,bleomycin,5360373,3.87,-1.32,-4.82,-8.19,DrugcombPortal,226269
raloxifene,5035,Melphalan hydrochloride,9927978,1.95,3.67,2.18,0.1,DrugcombPortal,186666
Vismodegib,24776445,mitoxantrone,4212,14.04,15.07,-28.53,14.88,DrugcombPortal,313207
RUXOLITINIB,25126798,CO-V,439693,1.39,2.86,1.39,-0.71,DrugcombDB,417752
L-778123 free base,216454,Lapatinib,208908,12.94,-2.5,11.2,-3.31,DrugcombPortal,88194
GEFITINIB,123631,CYCLOPHOSPHAMIDE,2907,5.66,5.62,-8.93,4.36,DrugcombDB,356508
1032350-13-2,46930998,XL147,1893730,5.93,44.6,10.0,38.14,DrugcombPortal,1313180
Rufinamide,129228,Nitisinone,115355,-19.49,-31.7,-19.5,-31.7,DrugcombPortal,99711
LETROZOLE,3902,SORAFENIB,216239,-4.2,-2.49,-4.2,-1.2,DrugcombDB,281633
actinomycin D,457193,CHEMBL277800,354624,-1.95,-0.6,-3.06,-1.1,DrugcombPortal,241927
MELPHALAN HYDROCHLORIDE,9927978,HYDROXYUREA,3657,-7.93,-0.99,-7.12,6.15,DrugcombDB,392488
PF-562271,11713159,temozolomide,5394,-35.45,-37.77,-38.23,-16.84,DrugcombPortal,1416254
Y-39983 dihydrochloride 2/3 H2O,73013358,Fludarabine,657237,-18.14,-7.59,-19.48,5.28,DrugcombPortal,1349401
METFORMIN,4091,MK-4827,24958200,-4.77,0.18,-84.35,2.39,DrugcombDB,65274
Tie2 kinase inhibitor,23625762,Panobinostat,6918837,6.92,5.48,5.4,4.16,DrugcombPortal,449133
Veliparib,11960529,QS11,42623900,-24.77,-24.07,-42.11,-12.68,DrugcombPortal,1395248
Tanespimycin,6505803,T0901317,447912,-12.33,4.83,-6.35,2.43,DrugcombPortal,1378213
LENALIDOMIDE,216326,PLICAMYCIN,163659,0.13,1.07,0.13,-2.37,DrugcombDB,356931
ABACAVIR,441300,MECLOFENAMIC ACID,4037,-2.84,-15.5,-2.85,-15.5,DrugcombDB,118782
AXITINIB,6450551,MERCAPTOPURINE,667490,-7.41,-3.34,-7.36,2.79,DrugcombDB,335117
PACLITAXEL,36314,NSC-127716,451668,-3.31,-0.68,-18.59,-2.49,DrugcombDB,192116
Bortezomib,387447,geldanamycin,5288382,2.1,2.44,-1.84,2.97,DrugcombPortal,226
DEXRAZOXANE,71384,CARMUSTINE,2578,5.38,4.22,3.57,-4.68,DrugcombDB,367440
ifosfamide,3690,Co-V,439693,-1.32,-0.69,-1.88,-0.78,DrugcombPortal,239670
ERLOTINIB HYDROCHLORIDE,176871,ARSENIC TRIOXIDE,14888,-2.42,-0.41,-14.71,-1.25,DrugcombDB,263257
etoposide,36462,XL147,1893730,4.8,20.37,-7.13,2.06,DrugcombPortal,1264415
IMATINIB,5291,QUINACRINE HYDROCHLORIDE,6239,2.25,4.22,-5.33,0.92,DrugcombDB,231156
Antibiotic AY 22989,5284616,mitotane,4211,-2.65,-2.67,-1.1,-0.66,DrugcombPortal,190355
methotrexate,126941,MARIZOMIB,11347535,1.24,-5.45,-4.17,-5.04,DrugcombPortal,446960
temozolomide,5394,PF-04217903,17754438,-12.43,-13.88,-7.67,-3.77,DrugcombPortal,1380665
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,LAPATINIB,208908,-2.23,2.33,-1.9,2.3,DrugcombDB,217250
Dexrazoxane,71384,actinomycin D,457193,8.22,8.79,8.01,2.66,DrugcombPortal,348950
CABAZITAXEL,9854073,mitotane,4211,1.1,0.51,-4.45,2.03,DrugcombPortal,343614
HYDROXYUREA,3657,MITOMYCINE,5746,0.61,0.31,-12.41,-0.77,DrugcombDB,279929
PLICAMYCIN,163659,CISPLATINO,441203,-0.1,-3.15,-9.18,-2.89,DrugcombDB,156610
IVERMECTIN,6321424,flumazenil,3373,-8.68,-17.34,-8.68,-17.34,DrugcombPortal,96682
Tipifarnib,159324,EMBELIN,3218,-1.39,-5.43,12.65,-3.62,DrugcombPortal,1385271
lomustine,3950,Retinoic acid,444795,1.37,3.01,1.69,-5.12,DrugcombPortal,349663
BUSULFAN,2478,CARMUSTINE,2578,-3.56,-3.07,-2.91,4.87,DrugcombDB,255777
URACIL MUSTARD,6194,PIPOBROMAN,4842,1.5,-1.51,-4.2,-10.58,DrugcombDB,241311
Zoledronic acid,68740,cis-Platin,441203,-5.58,-3.47,-4.82,0.04,DrugcombPortal,209916
AZACYTIDINE,9444,IMIQUIMOD,57469,-1.88,1.18,-2.39,-2.41,DrugcombDB,221776
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,ANTIBIOTIC AY 22989,5284616,-9.27,-2.14,-27.72,-2.6,DrugcombDB,180168
THIOTEPA,5453,QUINACRINE HYDROCHLORIDE,6239,3.09,4.76,-8.01,0.92,DrugcombDB,168104
Dovitinib,135398510,QS11,42623900,10.88,13.27,7.71,10.23,DrugcombPortal,1251097
dexamethasone,5743,temozolomide,5394,-1.97,7.88,-1.6,6.12,DrugcombPortal,50826
TRIETHYLENEMELAMINE,5799,MEGESTROL ACETATE,11683,-3.8,-2.11,-11.89,-2.99,DrugcombDB,153427
Uramustine,6194,thiotepa,5453,-12.12,-15.45,-19.23,-9.21,DrugcombPortal,388951
Ruxolitinib,25126798,teniposide,452548,4.08,0.74,-5.97,-0.28,DrugcombPortal,369084
Dasatinib,3062316,891494-63-6,46239015,17.64,10.23,15.42,11.41,DrugcombPortal,43862
paclitaxel,36314,Vorinostat,5311,2.89,0.08,-3.0,1.14,DrugcombPortal,42998
Everolimus,6442177,PI3K inhibitor X,1893730,-0.64,-1.23,-0.64,-1.23,SYNERGx,389850
IMD-0354,5081913,temozolomide,5394,-18.57,-28.89,-4.89,-6.26,DrugcombPortal,1290128
ABIRATERONE,132971,BORTEZOMIB,387447,5.23,4.05,5.3,-1.99,DrugcombDB,316628
AZD7762,11152667,Elesclomol,300471,-17.16,-1.5,-22.81,6.4,DrugcombPortal,1213298
Sorafenib,216239,ifosfamide,3690,-1.54,-1.37,-1.15,-0.67,DrugcombPortal,161669
mitoxantrone,4212,carmustine,2578,-3.48,-5.8,-20.11,-8.57,DrugcombPortal,334834
Pemetrexed,135410875,Vemurafenib,42611257,-1.7,-3.68,-7.95,-5.89,DrugcombPortal,374068
proguanil,6178111,6-Hydroxy Buspirone,9930913,10.35,-4.01,10.33,-4.01,DrugcombPortal,114875
GEFITINIB,123631,EXEMESTANE,60198,2.92,0.79,2.05,-1.32,DrugcombDB,396302
Enzastaurin,176167,Bexarotene,82146,9.4,3.05,-3.57,3.9,DrugcombPortal,1255249
VINCRISTINE SULFATE,249332,LAPATINIB,208908,2.2,1.06,-36.23,0.59,DrugcombDB,226849
NSC733504,6442177,IXABEPILONE,6445540,0.82,0.3,-10.67,0.33,DrugcombDB,191698
CABAZITAXEL,9854073,MERCAPTOPURINE,667490,-1.09,-4.85,-8.81,-1.63,DrugcombDB,335004
BI-78D3,2747117,IPA-3,521106,1.8,0.34,-4.72,-1.88,DrugcombPortal,1433835
GEMCITABINE,60750,AZD1775,24856436,17.39,5.11,13.22,7.56,DrugcombDB,81091
5-FU,3385,BUSULFAN,2478,-6.28,-7.49,-15.08,-3.88,DrugcombDB,382741
PEMETREXED,135410875,THIOTEPA,5453,-4.74,-7.64,-5.56,-10.05,DrugcombDB,402388
L-778123 free base,216454,391210-10-9,9826528,9.06,3.32,6.39,3.53,DrugcombPortal,916
NAVELBINE DITARTRATE (TN),25136944,GEMZAR (LILLY),356653,0.29,-1.88,1.32,-2.24,DrugcombDB,403587
Eloxatin (TN) (Sanofi Synthelab),24197464,NSC256439,42890,-0.06,-3.01,-0.56,-3.04,DrugcombPortal,441658
Tozasertib,5494449,Ruxolitinib,25126798,-14.9,-9.08,-7.65,-0.95,DrugcombPortal,1389101
Perifosine,148177,Vorinostat,5311,-8.45,9.93,-12.52,2.21,DrugcombPortal,1339640
etoposide,36462,Deforolimus,11520894,-0.79,-2.94,-1.9,-1.95,DrugcombPortal,58016
Darinaparsin,11683005,Pioglitazone,4829,-1.88,-4.19,7.53,0.46,DrugcombPortal,1240420
LENALIDOMIDE,216326,URACIL MUSTARD,6194,0.29,-0.99,-10.25,-2.65,DrugcombDB,367992
azithromycin,447043,chlorzoxazone,2733,-25.74,-31.46,-25.74,-31.46,DrugcombPortal,118337
LAPATINIB,208908,ERLOTINIB,176870,1.36,-2.47,-5.91,-7.26,DrugcombDB,24001
5-Fluorouracil,3385,Vorinostat,5311,0.88,-2.64,-4.39,-4.26,DrugcombPortal,23114
TRIETHYLENEMELAMINE,5799,VINBLASTINE SULFATE,241902,-0.92,-0.34,-0.88,-3.23,DrugcombDB,209419
metformin,4091,MK-2206,24964624,2.72,-0.81,0.07,-3.83,DrugcombPortal,53687
thalidomide,5426,mitomycin C,5746,0.36,1.61,-46.03,1.04,DrugcombPortal,192582
Retinoic acid,444795,Bortezomib,387447,0.99,1.93,-31.33,-0.03,DrugcombPortal,220154
PHENPROCOUMON,54680692,NITAZOXANIDE,41684,13.9,10.8,13.87,10.8,DrugcombDB,125371
mitoxantrone,4212,Emcyt (Pharmacia),54611422,-0.79,-1.35,-19.23,-0.27,DrugcombPortal,301529
Darinaparsin,11683005,Dasatinib,3062316,-12.51,-11.35,-18.08,-11.48,DrugcombPortal,1239402
URACIL MUSTARD,6194,34793-34-5,13988706,2.79,7.0,-9.77,-2.5,DrugcombDB,175896
methotrexate,126941,Dinaciclib,46926350,2.89,1.22,-5.81,1.93,DrugcombPortal,26481
CYTARABINE HYDROCHLORIDE,6252,TRIETHYLENEMELAMINE,5799,0.16,-1.95,-0.28,-3.98,DrugcombDB,137198
DAUNORUBICIN HYDROCHLORIDE,62770,GEMZAR (LILLY),356653,-0.91,-0.16,-0.54,-3.43,DrugcombDB,392880
Nilotinib,644241,Silmitasertib,24748573,-5.63,-8.26,-13.78,-5.57,DrugcombPortal,1313814
CHLORAMBUCIL,2708,AMINOLEVULINIC ACID HYDROCHLORIDE,123608,-21.42,-24.94,-22.89,-15.97,DrugcombDB,317800
Fingolimod,107970,Lenalidomide,216326,-22.1,-34.59,-17.24,-20.27,DrugcombPortal,1270953
BI-78D3,2747117,Stibogluconate,16683013,-22.12,-25.91,-27.53,-9.41,DrugcombPortal,1218998
781661-94-7,11178236,KU-55933,5278396,0.64,28.75,-24.07,15.19,DrugcombPortal,1412098
Lenalidomide,216326,6-Thioguanine,2723601,0.3,0.23,-24.21,0.31,DrugcombPortal,210768
LOMUSTINE,3950,EMCYT (PHARMACIA),54611422,-7.45,-6.43,-8.86,-5.12,DrugcombDB,429543
Etomidate,667484,Sunitinib,5329102,48.34,36.1,48.32,36.1,DrugcombPortal,126706
FLUDARABINE BASE,3367,AZACYTIDINE,9444,-0.73,-2.73,-2.33,-4.36,DrugcombDB,279015
Dexrazoxane,71384,Carboplatinum,38904,3.02,-0.4,0.96,-5.18,DrugcombPortal,355210
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,ZOLEDRONIC ACID,68740,-2.67,-0.63,-2.67,1.26,DrugcombDB,246875
ZM 336372,5730,GSK 650394,25022668,-16.2,-28.69,8.71,-9.5,DrugcombPortal,1413772
RALOXIFENE,5035,MEGESTROL ACETATE,11683,1.62,2.68,1.83,1.07,DrugcombDB,147130
Fluspirilene,3396,Pyronaridine,107771,0.36,0.88,-5.09,1.55,DrugcombPortal,1455699
Bortezomib,387447,CHEMBL1254007,15949613,41.62,89.62,-12.93,68.75,DrugcombPortal,1225558
Vemurafenib,42611257,Nilotinib,644241,5.74,6.48,5.66,1.93,DrugcombPortal,391689
SERTRALINE,68617,ETHINYL ESTRADIOL,5991,4.77,-9.73,4.77,-9.73,DrugcombDB,114342
mitomycin C,5746,MK-2206,24964624,13.36,4.59,10.82,4.98,DrugcombPortal,3534
Selumetinib,10127622,Tideglusib,11313622,-16.22,96.68,-43.43,22.66,DrugcombPortal,1358519
RALOXIFENE,5035,CYTARABINE HYDROCHLORIDE,6252,-0.83,1.74,-4.61,-3.65,DrugcombDB,270718
PROCARBAZINE HYDROCHLORIDE,9703,EMCYT (PHARMACIA),54611422,1.1,7.54,0.83,4.93,DrugcombDB,192022
BI 2536,11364421,Midostaurin,9829523,-20.23,-13.18,-8.59,-1.96,DrugcombPortal,1220774
BMS-536924,135440466,PF-04217903,17754438,-22.31,3.54,-19.11,11.43,DrugcombPortal,1222529
HYDROXYUREA,3657,34793-34-5,13988706,-4.45,-5.17,-0.95,-4.61,DrugcombDB,246505
PROPYLTHIOURACIL,657298,CLOPIDOGREL,60606,34.1,20.93,34.1,20.93,DrugcombDB,120284
ISOSORBIDE DINITRATE,6883,SUNITINIB,5329102,3.23,-11.21,3.23,-11.21,DrugcombDB,115430
docetaxel,148124,Cardamonin,641785,22.59,64.26,-12.56,38.78,DrugcombPortal,1248633
docetaxel,148124,nizatidine,3033637,-1.21,-1.6,-1.22,-1.6,DrugcombPortal,130371
"001, RAD",6442177,GW2580,11617559,-4.18,-11.9,-5.2,-6.21,DrugcombPortal,1265403
GEFITINIB,123631,ARSENIC TRIOXIDE,14888,-7.09,-6.34,-9.76,-2.4,DrugcombDB,395555
PRALATREXATE,148121,IXABEPILONE,6445540,0.54,1.72,-58.01,2.46,DrugcombDB,136453
GEFITINIB,123631,CRIZOTINIB,11626560,-14.54,-13.8,-42.65,-6.16,DrugcombDB,321805
MK-5108,24748204,915019-65-7,11977753,8.82,3.82,-3.92,3.4,DrugcombPortal,72736
Navelbine ditartrate (TN),25136944,Erlotinib hydrochloride,176871,0.46,-1.14,-27.93,-1.12,DrugcombPortal,371115
Vorinostat (SAHA),5311,ML238,49849912,4.667,6.141,3.535,-0.698,DrugcombDB,469920
AXITINIB,6450551,EXEMESTANE,60198,4.6,5.43,1.74,-0.09,DrugcombDB,396884
ENMD-2076,16041424,Veliparib,11960529,-24.36,-27.11,10.94,-9.75,DrugcombPortal,1254885
Vepesid J,36462,thiotepa,5453,4.39,0.52,3.57,-1.78,DrugcombPortal,390200
TRETINOIN,444795,PRALATREXATE,148121,1.17,-0.42,-9.42,-0.65,DrugcombDB,283837
Linsitinib,11640390,Crizotinib,11626560,-48.11,-13.83,-21.77,6.78,DrugcombPortal,1325504
ABIRATERONE,132971,FLUDARABINE BASE,3367,-23.55,-20.07,-37.1,-6.87,DrugcombDB,327313
Triethylenemelamine,5799,bleomycin,5360373,-1.12,-0.01,-9.46,0.21,DrugcombPortal,265478
SN-38,104842,IXABEPILONE,6445540,3.51,-3.92,1.79,-2.49,DrugcombDB,163961
GEFITINIB,123631,NSC141540,36462,7.96,0.47,6.27,0.81,DrugcombDB,322619
Daporinad,6914657,IPA-3,521106,-3.76,30.29,-3.83,25.19,DrugcombPortal,1273925
Sunitinib,5329102,1032350-13-2,46930998,-5.04,-8.01,6.48,1.63,DrugcombPortal,1372418
PARGYLINE,4688,CEFMENOXIME,9570757,2.36,-8.65,2.34,-8.65,DrugcombDB,111042
VINBLASTINE,13342,DASATINIB,3062316,6.1,1.28,3.01,2.44,DrugcombDB,15917
raloxifene,5035,NSC256439,42890,11.02,8.55,7.62,6.24,DrugcombPortal,440856
VANDETANIB,3081361,ZOLEDRONIC ACID,68740,0.94,-1.65,-4.64,-6.1,DrugcombDB,411464
metformin,4091,Dasatinib,3062316,7.93,7.54,0.59,7.58,DrugcombPortal,35492
CHEMBL17639,1546,hydroxyurea,3657,-4.82,-1.53,-35.99,-7.01,DrugcombPortal,150324
Eloxatin (TN),9887054,891494-63-6,46239015,1.42,-3.48,-6.8,-1.7,DrugcombPortal,82073
thiotepa,5453,docetaxel,148124,1.55,5.04,3.01,-0.31,DrugcombPortal,183998
tetrahydropalmatine,5417,717906-29-1,11598628,-2.33,-5.41,-9.66,-4.55,DrugcombPortal,454171
GSK2194069,67376285,Panobinostat,6918837,2.99,7.19,-2.89,7.76,DrugcombPortal,449729
Nutlin-3,216345,Vorinostat,5311,-12.19,-16.98,4.71,1.24,DrugcombPortal,1321615
FULVESTRANT,104741,ADM HYDROCHLORIDE,32874,1.11,1.67,-3.55,1.06,DrugcombDB,436201
CHEMBL17639,1546,cis-Platin,441203,0.18,-1.98,-0.87,-2.64,DrugcombPortal,264909
AXITINIB,6450551,HYDROXYUREA,3657,2.55,1.41,2.01,0.62,DrugcombDB,399088
Axitinib,6450551,celecoxib,2662,1.62,1.58,0.5,-1.32,DrugcombPortal,303947
Sunitinib,5329102,Silmitasertib,24748573,-9.4,-10.88,-11.46,-10.46,DrugcombPortal,1371126
AZD5363,25227436,Idelalisib,11625818,2.17,-2.35,6.48,-4.83,DrugcombPortal,1187950
MK-4541,59691338,etoposide,36462,7.04,6.39,-1.34,7.42,DrugcombPortal,1357
Vismodegib,24776445,dacarbazine,135398738,-2.24,-1.29,-3.86,-0.89,DrugcombPortal,427278
docetaxel,148124,Emcyt (Pharmacia),54611422,17.31,18.78,-0.82,13.55,DrugcombPortal,212733
Zanosar,23615975,Ixabepilone,6445540,4.41,3.72,-14.79,6.31,DrugcombPortal,170182
AMIFOSTINE,2141,ARSENIC TRIOXIDE,14888,1.84,-8.59,-11.26,-8.44,DrugcombDB,146789
Dasatinib,3062316,lfm-a13,54676905,-20.24,-7.21,45.26,18.04,DrugcombPortal,1242234
MK-4541,59691338,geldanamycin,5288382,8.54,7.88,-1.84,7.9,DrugcombPortal,74908
Lenalidomide,216326,carmustine,2578,-0.22,3.74,0.86,1.32,DrugcombPortal,317605
SGI-1776,24795070,717906-29-1,11598628,5.53,11.9,-2.07,6.66,DrugcombPortal,453178
