cas_number,Drug_name,table_link,db_id,indication
145155-23-3,Interferon beta-1b,1870X1610,DB00068,Interferon beta-1b is a drug used for the treatment of relapsing/remitting multiple sclerosis. It has been shown to slow the advance of the disease as well as to decrease the frequency of attacks.
55-65-2,Guanethidine,1870X1644,DB01170,"For the treatment of moderate and severe hypertension, either alone or as an adjunct, and for the treatment of renal hypertension."
91374-21-9,Ropinirole,1871X1616,DB00268,For the treatment of the signs and symptoms of idiopathic Parkinson's disease. Also used for the treatment of restless legs syndrome.
56-29-1,Hexobarbital,1871X1649,DB01355,"For the induction of anesthesia prior to the use of other general anesthetic agents and for induction of anesthesia for short surgical, diagnostic, or therapeutic procedures associated with minimal painful stimuli."
14636-12-5,Terlipressin,1871X1686,DB02638,Commonly used to stop bleeding of varices in the food pipe (oesophagus).
488712-31-8,Hyaluronidase,1872X1610,DB00070,For increase of absorption and distribution of other injected drugs and for rehydration.
13647-35-3,Trilostane,1872X1642,DB01108,Used in the treatment of Cushing's syndrome. It is normally used in short-term treatment until permanent therapy is possible.
13494-90-1,Gallium nitrate,1872X1762,,For the treatment of hypercalcemia. Also intended for the treatment of non-hodgkin's lymphoma.
7512-17-6,N-Acetylglucosamine,1873X1612,DB00141,"For the treatment and prevention of osteoarthritis, by itself or in combination with chondroitin sulfate."
78755-81-4,Flumazenil,1873X1645,DB01205,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures."
17692-51-2,Metergoline,1873X1949,,
530-78-9,Flufenamic Acid,1874X1675,DB02266,
,SU9516,1874X1709,DB03428,
155974-00-8,Ivabradine,1874X1859,,"Ivabradine's indication by the FDA is to reduce the risk of hospitalization for worsening heart failure in patients with stable, symptomatic chronic heart failure with left ventricular ejection fraction ≤35%, who are in sinus rhythm with resting heart rate ≥70 beats per minute and either are on maximally tolerated doses of beta-blockers or have a contraindication to beta-blocker use."
50-12-4,Mephenytoin,1875X1624,DB00532,For the treatment of refractory partial epilepsy.
156-62-7,Calcium carbimide,1875X1860,,"Calcium carbimide has not been approved by the FDA but the intended indication is for the treatment of alcoholism.[T74] This medication was marketed in Canada, United Kingdom and Europe under the trade name of Temposil for the sole use of alcoholism treatment.[L1114]"
162011-90-7,Rofecoxib,1876X1624,DB00533,"For the treatment of osteoarthritis, rheumatoid arthritis, acute pain in adults, and primary dysmenorrhea, as well as acute treatment of migraine attacks with or without auras."
67346-49-0,Arformoterol,1877X1647,,"A bronchodilator used for the long term, symptomatic treatment of reversible bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema."
47141-42-4,Levobunolol,1878X1644,DB01210,For lowering intraocular pressure (IOP) and may be used in patients with chronic open-angle glaucoma or ocular hypertension.
144034-80-0,Rizatriptan,1879X1636,DB00953,For treatment of acute migraine attacks with or without aura.
77-10-1,Phencyclidine,1879X1712,DB03575,
1211441-98-3,Ribociclib,1879X1902,,"Kisqali (ribociclib) is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two proteins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. Targeting CDK4/6 with enhanced precision may play a role in ensuring that cancer cells do not continue to replicate uncontrollably."
13029-44-2,Dienestrol,1880X1634,DB00890,For use in the treatment of atrophic vaginitis and kraurosis vulvae.
95233-18-4,Atovaquone,1881X1641,DB01117,For the treatment or prevention of <i>Pneumocystis carinii</i> pneumonia in patients who are intolerant to trimethoprim-sulfamethoxazole (TMP-SMX). Also indicated for the acute oral treatment of mild to moderate PCP in patients who are intolerant to TMP-SMX.
1211231-76-3,Loxicodegol,1881X1958,,Loxicodegol was developed as an opioid analgesic with low abuse potential for use in treating chronic pain [L3263]. An application has been filed for FDA approval of Loxicodegol for use in treating chronic lower back pain.
16051-77-7,Isosorbide Mononitrate,2250X1638,DB01020,"For the prevention of angina pectoris due to coronary artery disease and the treatment of acute and chronic angina pectoris, hypertension, and myocardial infarction."
926037-48-1,Radotinib,2250X1920,,"Radotinib is indicated for the treatment of different types of cancer, most notably Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) with resistance or intolerance of other Bcr-Abl tyrosine-kinase inhibitors, such as patients resistant or intolerant to imatinib."
59-96-1,Phenoxybenzamine,2251X1635,DB00925,"For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension."
64046-79-3,Quinacrine mustard,2251X1673,DB02240,
641571-10-0,Nilotinib,2251X1750,,"For the potential treatment of various leukemias, including chronic myeloid leukemia (CML)."
1189541-98-7,Sarilumab,2251X1903,,"Indicated for modere to severe reactive RA in adult patients who are irresponsive, respond inadequately or present intolerance to disease-modifying anti-rheumatic drugs (DMARDs) or tumor necrosis factor (TNF) antagonists. It is indicated to be used in combination with methotrexate (MTX) or as a monotherapy when there is intolerance to MTX or MTX administration is inappropriate."
224785-90-4,Vardenafil,2252X1633,DB00862,Used for the treatment of erectile dysfunction
53164-05-9,Acemetacin,2252X1949,,"Acemetacin is not FDA, Canada or EMA approved, but in the countries where it is marketed it is indicated for the symptomatic treatment of pain and swelling in acute inflammation of the joints in rheumathoid arthritis, osteoarthritis, low back pain and post-surgical pain.[L1045] It is also indicated for the treatment of chronic inflammation of the joints in presence of rheumatoid arthritis, treatment of ankylosing spondylitis, treatment of irritation in the joints and spinal column caused by degenerative disorders, treatment of inflammatory soft-tissue rheumatism syndrome and painful swelling and inflammation caused by injury.[L1044, L1046]"
21256-18-8,Oxaprozin,2253X1637,DB00991,"Used to relieve the inflammation, swelling, stiffness, and joint pain associated with rheumatoid arthritis and osteoarthritis."
1033805-22-9,Telotristat ethyl,2253X1913,,"As a serotonin synthesis inhibitor, telotristat etiprate, has the potential to reduce serotonin levels and address the key elements of carcinoid syndrome."
49697-38-3,Rimexolone,2254X1634,DB00896,For the treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis.
1392826-25-3,Deutetrabenazine,2254X1915,,Indicated for the treatment of chorea associated with Huntington’s disease [FDA Label].
,Medical Cannabis,2255X1954,,
86-22-6,Brompheniramine,2257X1632,DB00835,"For the treatment of the symptoms of the common cold and allergic rhinitis, such as runny nose, itchy eyes, watery eyes, and sneezing."
497-19-8,Sodium carbonate,2257X1867,,"Used topically for dermatitides, mouthwash, vaginal douche; veterinary use as emergency emetic.Occasionally, for dermatitides topically as a lotion. Medication (Vet): In solution to cleanse skin, in eczema, to soften scabs of ringworm."
1744-22-5,Riluzole,2258X1629,DB00740,"For the treatment of amyotrophic lateral sclerosis (ALS, Lou Gehrig's Disease)"
38916-34-6,Somatostatin,2258X1858,,"For the symptomatic treatment of acute bleeding from esophageal varices. Other treatment options for long-term management of the condition may be considered if necessary, once initial control has been established."
169590-42-5,Celecoxib,2259X1621,DB00482,"For the relief and management of osteoarthritis (OA), rheumatoid arthritis (RA), juvenile rheumatoid arthritis (JRA), ankylosing spondylitis, acute pain, primary dysmenorrhea and oral adjunct to usual care for patients with familial adenomatous polyposis [FDA label]."
65-29-2,Gallamine Triethiodide,2260X1621,DB00483,For use as adjuncts to anesthesia to induce skeletal muscle relaxation and to facilitate the management of patients undergoing mechanical ventilation
9011-97-6,Cholecystokinin,2260X1851,,For use as a diagnostic aid for evaluation of gallbladder disorders.  It is also used in conjunction with secretin in pancreatic insufficiency [L1634].
56-85-9,L-Glutamine,2262X1608,DB00130,"Used for nutritional supplementation, also for treating dietary shortage or imbalance.    Used to reduce the acute complications of sickle cell disease in adult and pediatric patients 5 years of age and older [FDA Label]."
133814-19-4,Mivacurium,2262X1642,DB01226,"For inpatients and outpatients, as an adjunct to general anesthesia, to facilitate tracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation."
1357448-54-4,Albutrepenonacog alfa,2262X1948,,"Under the EMA and FDA, rIX-RFP is indicated in the treatment of hemophilia B.[L2306] For Health Canada, rIX-FRP is also indicated to prevent or reduce bleeding episodes.[L2305]    Hemophilia B is the second most common type of hemophilia. It is a rare inherited bleeding disorder caused by reduced or absent levels of factor IX (FIX). The FIX is a vitamin K-dependent plasma protease that when activated is involved in the blood coagulation cascade.[A32551] The hemophilia B is caused by mutations in the _FIX_ gene which can cause different phenotypes. The severe form is characterized by the presence of spontaneous and recurring bleeds into the joints and muscles and excessive bleeding after trauma or surgery.[A32552]"
18559-94-9,Salbutamol,2263X1635,DB01001,"For symptomatic relief and prevention of bronchospasm due to bronchial asthma, chronic bronchitis, and other chronic bronchopulmonary disorders such as COPD."
